Title,Alternative Title,Creator,Contributor,Creation Date,Date,Search by Decade,Description,Subject (tgm),Subject Topical,Subject Name,Subject Geographic,Title Note,DCMI Type,Caption,Contributor Note,Notes,Original Form,Resource Type,Geographic Location,Language Code,Language,Physical Description of Original,Medium of Original,Collection in Repository,Digital Collection,N.C. Ed. Standard,URL,Local Identifier,Creator Identifier,filename,Copyright,Usage Rights,Raw Scan Filename,Date created,Date modified
Map of a portion of the Valley of Virginia,,"Gilmer, Jeremy Francis, 1818-1883.","Miller, H. J.;",1864-11-01,1864,1860; 1861; 1862; 1863; 1864; 1865; 1866; 1867; 1868; 1869,"A map of a portion of the Valley of Virginia, made under the direction of A. H. Campbell from surveys and reconnaissances by Lieutenant Koerner (printed).",Maps,"United States--History--Civil War, 1861-1865.;","Gilmer, Jeremy Francis, 1818-1883.; Miller, H. J.;","Confederate States of America--Maps.; United States--History--Civil War, 1861-1865--Maps.; Virginia--History--Maps.;",Title on map.,Image,,Map was drawn by H. J. Miller.,,Maps,Still Image,"United States, Virginia",eng,English,"43-1/4""  H x 45-1/4"" W; scale on map.",Paper,Jeremy Francis Gilmer Papers,Gilmer Maps,,,276/324,Gilmer Map Number 324,276_324_E.tif,Public Domain,,276_324.tif,2006-05-08,2015-09-14
"Hanover, Henrico, and part of Chesterfield Counties, southeast to Williamsburg and east to York River",,"Gilmer, Jeremy Francis, 1818-1883.",,1861; 1862; 1863; 1864; 1865,undated,1860; 1861; 1862; 1863; 1864; 1865; 1866; 1867; 1868; 1869,"A map of Hanover, Henrico, and part of Chesterfield Counties, southeast to Williamsburg and east to the York River (hand-drawn and colored).",Maps,"United States--History--Civil War, 1861-1865.;","Gilmer, Jeremy Francis, 1818-1883.;","Confederate States of America--Maps.; United States--History--Civil War, 1861-1865--Maps.; Virginia--History--Maps.;",Title supplied by repository.,Image,,,Fabric is discolored.,Maps,Still Image,"United States, Virginia",eng,English,"46-3/8""  H x 52-3/4"" W",Cloth,Jeremy Francis Gilmer Papers,Gilmer Maps,,,276/314,Gilmer Map Number 548,276_314_E.tif,Public Domain,,276_314.tif,2006-05-08,2015-09-14
"Map of parts of Hanover and Henrico Counties, Virginia",,"Gilmer, Jeremy Francis, 1818-1883.","Blackford, B. L. (Benjamin Lewis); Cassell, Charles E.;Smith, A. M., asst. eng.",1862,1862,1860; 1861; 1862; 1863; 1864; 1865; 1866; 1867; 1868; 1869,"A map of parts of Hanover and Henrico Counties, drawn from surveys by B. L. Blackford, C. E. Cassell, and A. M. Smith, under the direction of A. H. Campbell (printed).",Maps,"United States--History--Civil War, 1861-1865.;","Blackford, B. L. (Benjamin Lewis); Cassell, Charles E.; Gilmer, Jeremy Francis, 1818-1883.;Smith, A. M., asst. eng.","Confederate States of America--Maps.; United States--History--Civil War, 1861-1865--Maps.; Virginia--History--Maps.;",Title on map.,Image,,"Map was drawn from surveys by B. L. Blackford, C. E. Cassell, and A. M. Smith.",,Maps,Still Image,"United States, Virginia",eng,English,"48-3/4"" H x 57-3/4"" W; scale on map.",Paper,Jeremy Francis Gilmer Papers,Gilmer Maps,,,276/318,Gilmer Map Number552,276_318_E.tif,Public Domain,,276_318.tif,2006-05-08,2015-09-14
Map of the Valley of Virginia,,"Gilmer, Jeremy Francis, 1818-1883.",,1862,1862,1860; 1861; 1862; 1863; 1864; 1865; 1866; 1867; 1868; 1869,"A map of the Valley of Virginia from Staunton to the Potomac River, compiled principally from actual surveys by S. H. Brown (hand-drawn and colored).",Maps,"United States--History--Civil War, 1861-1865.;","Gilmer, Jeremy Francis, 1818-1883.;","Confederate States of America--Maps.; United States--History--Civil War, 1861-1865--Maps.; Virginia--History--Maps.;",Title on map.,Image,,,,Maps,Still Image,"United States, Virginia",eng,English,"36-3/4"" H x 66-1/4"" W; scale on map.",Cloth,Jeremy Francis Gilmer Papers,Gilmer Maps,,,276/325,Gilmer Map Number 558,276_325_E.tif,Public Domain,,276_325.tif,2006-05-08,2015-09-14
(D) Redoubt on Oyster Creek Road,,"Gilmer, Jeremy Francis, 1818-1883.",,1864-12-24,1864,1860; 1861; 1862; 1863; 1864; 1865; 1866; 1867; 1868; 1869,A plan of Redoubt D on Oyster Creek Road (hand-drawn).,Maps,"United States--History--Civil War, 1861-1865.;","Gilmer, Jeremy Francis, 1818-1883.;","United States--History--Civil War, 1861-1865--Maps.;",Title on map.,Image,,,,Maps,Still Image,,eng,English,"8-7/8""  H x 12-3/4"" W; scale on map.",Paper,Jeremy Francis Gilmer Papers,Gilmer Maps,,,276/216,Gilmer Map Number 245,276_216_E.tif,Public Domain,,276_216.tif,2006-05-09,2015-09-14
Boat bridge across East Union canal,,"Gilmer, Jeremy Francis, 1818-1883.",,1864-12-24,1864,1860; 1861; 1862; 1863; 1864; 1865; 1866; 1867; 1868; 1869,A drawing of the boat bridge across the East Union canal (hand-drawn).,Maps,"United States--History--Civil War, 1861-1865.;","Gilmer, Jeremy Francis, 1818-1883.;","United States--History--Civil War, 1861-1865--Maps.;",Title on map.,Image,,,,Maps,Still Image,,eng,English,"8-7/8""  H x 12-3/4"" W; scale on map.",Paper,Jeremy Francis Gilmer Papers,Gilmer Maps,,,276/217,Gilmer Map Number 246,276_217_E.tif,Public Domain,,276_217.tif,2006-05-09,2015-09-14
(F.) Map shewing locations of works at the mouth of the Brazos River,,"Gilmer, Jeremy Francis, 1818-1883.",,1864-12-24,1864,1860; 1861; 1862; 1863; 1864; 1865; 1866; 1867; 1868; 1869,A map showing the locations of works at the mouth of the Brazos River (hand-drawn).,Maps,"United States--History--Civil War, 1861-1865.;","Gilmer, Jeremy Francis, 1818-1883.;","Confederate States of America--Maps.; Texas--History--Maps.; United States--History--Civil War, 1861-1865--Maps.;",Title on map.,Image,,,,Maps,Still Image,"United States, Texas",eng,English,"8-7/8""  H x 12-3/4"" W; scale on map.",Paper,Jeremy Francis Gilmer Papers,Gilmer Maps,,,276/218,Gilmer Map Number 247,276_218_E.tif,Public Domain,,276_218.tif,2006-05-09,2015-09-14
"Sketch of Texas and Louisiana shore with land and channel markings, including obstructions in the channel",,"Gilmer, Jeremy Francis, 1818-1883.",,1864-12-24,1864,1860; 1861; 1862; 1863; 1864; 1865; 1866; 1867; 1868; 1869,"A sketch of Texas and Louisiana shore with land and channel markings, including obstructions in the channel (hand-drawn).",Maps,"United States--History--Civil War, 1861-1865.;","Gilmer, Jeremy Francis, 1818-1883.;","Confederate States of America--Maps.; Louisiana--History--Maps.; Texas--History--Maps.; United States--History--Civil War, 1861-1865--Maps.;",Title supplied by repository.,Image,,,,Maps,Still Image,"United States, Louisiana; United States, Texas",eng,English,"14-1/4""  H x 16-1/8"" W",Cloth,Jeremy Francis Gilmer Papers,Gilmer Maps,,,276/219,Gilmer Map Number 248,276_219_E.tif,Public Domain,,276_219.tif,2006-05-09,2015-09-14
(B) Fort Velasco on the east side of the mouth of the Brazos River,,"Gilmer, Jeremy Francis, 1818-1883.",,1864-12-24,1864,1860; 1861; 1862; 1863; 1864; 1865; 1866; 1867; 1868; 1869,A map of Fort Velasco on the east side of the mouth of the Brazos River (hand-drawn).,Maps,"United States--History--Civil War, 1861-1865.;","Gilmer, Jeremy Francis, 1818-1883.;","Confederate States of America--Maps.; Texas--History--Maps.; United States--History--Civil War, 1861-1865--Maps.;",Title on map.,Image,,,,Maps,Still Image,"United States, Texas",eng,English,"11""  H x 14-1/8"" W; scale on map.",Cloth,Jeremy Francis Gilmer Papers,Gilmer Maps,,,276/220,Gilmer Map Number 250,276_220_E.tif,Public Domain,,276_220.tif,2006-05-09,2015-09-14
(A) Fort Quintana on the west side of mouth of Brazos River,,"Gilmer, Jeremy Francis, 1818-1883.",,1864-12-24,1864,1860; 1861; 1862; 1863; 1864; 1865; 1866; 1867; 1868; 1869,A map of Fort Quintana on the west side of the mouth of the Brazos River (hand-drawn).,Maps,"United States--History--Civil War, 1861-1865.;","Gilmer, Jeremy Francis, 1818-1883.;","Confederate States of America--Maps.; Texas--History--Maps.; United States--History--Civil War, 1861-1865--Maps.;",Title on map.,Image,,,,Maps,Still Image,"United States, Texas",eng,English,"13-3/8""  H x 14"" W; scale on map.",Cloth,Jeremy Francis Gilmer Papers,Gilmer Maps,,,276/221,Gilmer Map Number 251,276_221_E.tif,Public Domain,,276_221.tif,2006-05-09,2015-09-14
(C) Fort on bend of river,,"Gilmer, Jeremy Francis, 1818-1883.",,1864-12-24,1864,1860; 1861; 1862; 1863; 1864; 1865; 1866; 1867; 1868; 1869,A map of a fort on the bend of a river (hand-drawn).,Maps,"United States--History--Civil War, 1861-1865.;","Gilmer, Jeremy Francis, 1818-1883.;","United States--History--Civil War, 1861-1865--Maps.;",Title on map.,Image,,,Fabric is discolored.,Maps,Still Image,,eng,English,"8-5/8""  H x 14"" W; scale on map.",Cloth,Jeremy Francis Gilmer Papers,Gilmer Maps,,,276/222,Gilmer Map Number 252,276_222_E.tif,Public Domain,,276_222.tif,2006-05-09,2015-09-14
Smith's island,,"Gilmer, Jeremy Francis, 1818-1883.","Blackford, B. L. (Benjamin Lewis);",1864-01-26,1864,1860; 1861; 1862; 1863; 1864; 1865; 1866; 1867; 1868; 1869,A map of Smith's Island (hand-drawn and colored).,Maps,"United States--History--Civil War, 1861-1865.;","Blackford, B. L. (Benjamin Lewis); Gilmer, Jeremy Francis, 1818-1883.;","Confederate States of America--Maps.; North Carolina--History--Maps.; United States--History--Civil War, 1861-1865--Maps.;",Title on map.,Image,,Map was drawn by B. L. Blackford.,,Maps,Still Image,"United States, North Carolina",eng,English,"21-1/4""  H x 29-1/4"" W; scale on map.",Paper,Jeremy Francis Gilmer Papers,Gilmer Maps,,,276/239,Gilmer Map Number 314,276_239_E.tif,Public Domain,,276_239.tif,2006-05-09,2015-09-14
"Map of ""Bald Head"" & Cape Fear",,"Gilmer, Jeremy Francis, 1818-1883.","Blackford, B. L. (Benjamin Lewis);",1864-01-26,1864,1860; 1861; 1862; 1863; 1864; 1865; 1866; 1867; 1868; 1869,"A map of Bald Head Island and Cape Fear, made under the direction of W. H. James by B. L. Blackford (hand-drawn and colored).",Maps,"United States--History--Civil War, 1861-1865.;","Blackford, B. L. (Benjamin Lewis); Gilmer, Jeremy Francis, 1818-1883.;","Confederate States of America--Maps.; North Carolina--History--Maps.; United States--History--Civil War, 1861-1865--Maps.;",Title on map.,Image,,Map was drawn by B. L. Blackford.,,Maps,Still Image,"United States, North Carolina",eng,English,"16""  H x 31-3/8"" W; scale on map.",Paper,Jeremy Francis Gilmer Papers,Gilmer Maps,,,276/240,Gilmer Map Number 315,276_240_E.tif,Public Domain,,276_240.tif,2006-05-09,2015-09-14
Fort on Pelican Spit,,"Gilmer, Jeremy Francis, 1818-1883.",,1864-12-24,1864,1860; 1861; 1862; 1863; 1864; 1865; 1866; 1867; 1868; 1869,A map of a fort on Pelican Spit (hand-drawn).,Maps,"United States--History--Civil War, 1861-1865.;","Gilmer, Jeremy Francis, 1818-1883.;","Confederate States of America--Maps.; Texas--History--Maps.; United States--History--Civil War, 1861-1865--Maps.;",Title on map.,Image,,,Fabric is discolored.,Maps,Still Image,"United States, Texas",eng,English,"14"" H x 21-3/4"" W; scale on map.",Cloth,Jeremy Francis Gilmer Papers,Gilmer Maps,,,276/208,Gilmer Map Number 234,276_208_E.tif,Public Domain,,276_208.tif,2006-05-09,2015-09-14
Redan on Oyster creek,,"Gilmer, Jeremy Francis, 1818-1883.",,1864-12-24,1864,1860; 1861; 1862; 1863; 1864; 1865; 1866; 1867; 1868; 1869,A map of a redan on Oyster Creek (hand-drawn).,Maps,"United States--History--Civil War, 1861-1865.;","Gilmer, Jeremy Francis, 1818-1883.;","United States--History--Civil War, 1861-1865--Maps.;",Title on map.,Image,,,,Maps,Still Image,,eng,English,"12-3/4""  H x 17-1/2"" W; scale on map.",Paper,Jeremy Francis Gilmer Papers,Gilmer Maps,,,276/209,Gilmer Map Number 235,276_209_E.tif,Public Domain,,276_209.tif,2006-05-09,2015-09-14
South battery,,"Gilmer, Jeremy Francis, 1818-1883.",,1864-12-24,1864,1860; 1861; 1862; 1863; 1864; 1865; 1866; 1867; 1868; 1869,A map of South Battery (hand-drawn).,Maps,"United States--History--Civil War, 1861-1865.;","Gilmer, Jeremy Francis, 1818-1883.;","United States--History--Civil War, 1861-1865--Maps.;",Title on map.,Image,,,,Maps,Still Image,,eng,English,"15-1/4"" H x 21-5/8"" W; scale on map.",Cloth,Jeremy Francis Gilmer Papers,Gilmer Maps,,,276/210,Gilmer Map Number 236,276_210_E.tif,Public Domain,,276_210.tif,2006-05-09,2015-09-14
Plan of Fort Bankhead,,"Gilmer, Jeremy Francis, 1818-1883.",,1864-12-24,1864,1860; 1861; 1862; 1863; 1864; 1865; 1866; 1867; 1868; 1869,A plan of Fort Bankhead (hand-drawn).,Maps,"United States--History--Civil War, 1861-1865.;","Gilmer, Jeremy Francis, 1818-1883.;","United States--History--Civil War, 1861-1865--Maps.;",Title on map.,Image,,,Fabric is discolored.,Maps,Still Image,,eng,English,"14""  W x 16-1/8"" H; scale on map.",Cloth,Jeremy Francis Gilmer Papers,Gilmer Maps,,,276/211,Gilmer Map Number 237,276_211_E.tif,Public Domain,,276_211.tif,2006-05-09,2015-09-14
Fort Point,,"Gilmer, Jeremy Francis, 1818-1883.",,1864-12-24,1864,1860; 1861; 1862; 1863; 1864; 1865; 1866; 1867; 1868; 1869,A map of Fort Point (hand-drawn).,Maps,"United States--History--Civil War, 1861-1865.;","Gilmer, Jeremy Francis, 1818-1883.;","United States--History--Civil War, 1861-1865--Maps.;",Title on map.,Image,,,Fabric is discolored.,Maps,Still Image,,eng,English,,Paper,Jeremy Francis Gilmer Papers,Gilmer Maps,,,,Gilmer Map Number,276_212_E.tif,Public Domain,,276_212.tif,2006-05-09,2015-09-14
Fort Sabine,,"Gilmer, Jeremy Francis, 1818-1883.",,1864-12-24,1864,1860; 1861; 1862; 1863; 1864; 1865; 1866; 1867; 1868; 1869,A map of Fort Sabine (hand-drawn).,Maps,"United States--History--Civil War, 1861-1865.;","Gilmer, Jeremy Francis, 1818-1883.;","Confederate States of America--Maps.; Texas--History--Maps.; United States--History--Civil War, 1861-1865--Maps.;",Title on map.,Image,,,,Maps,Still Image,"United States, Texas",eng,English,"13-5/8""  H x 14-1/4"" W; scale on map.",Cloth,Jeremy Francis Gilmer Papers,Gilmer Maps,,,276/213,Gilmer Map Number 242,276_213_E.tif,Public Domain,,276_213.tif,2006-05-09,2015-09-14
Fort Magruder,,"Gilmer, Jeremy Francis, 1818-1883.",,1864-12-24,1864,1860; 1861; 1862; 1863; 1864; 1865; 1866; 1867; 1868; 1869,"A map of Fort Magruder, with a list of the armament of the fort (hand-drawn).",Maps,"United States--History--Civil War, 1861-1865.;","Gilmer, Jeremy Francis, 1818-1883.;","Confederate States of America--Maps.; United States--History--Civil War, 1861-1865--Maps.; Virginia--History--Maps.;",Title on map.,Image,,,Fabric is discolored.,Maps,Still Image,"United States, Virginia",eng,English,"12-3/8"" H x 12-3/4"" W; scale on map.",Cloth,Jeremy Francis Gilmer Papers,Gilmer Maps,,,276/214,Gilmer Map Number 243,276_214_E.tif,Public Domain,,276_214.tif,2006-05-09,2015-09-14
"Plan of Fort Debray, Matagorda Island",,"Gilmer, Jeremy Francis, 1818-1883.",,1864-12-24,1864,1860; 1861; 1862; 1863; 1864; 1865; 1866; 1867; 1868; 1869,A plan of Fort Debray on Matagorda Island (hand-drawn).,Maps,"United States--History--Civil War, 1861-1865.;","Gilmer, Jeremy Francis, 1818-1883.;","Confederate States of America--Maps.; Texas--History--Maps.; United States--History--Civil War, 1861-1865--Maps.;",Title on map.,Image,,,Fabric is discolored.,Maps,Still Image,"United States, Texas",eng,English,"12-1/2""  H x 14-1/4"" W",Cloth,Jeremy Francis Gilmer Papers,Gilmer Maps,,,276/215,Gilmer Map Number 244,276_215_E.tif,Public Domain,,276_215.tif,2006-05-09,2015-09-14
Battleground of Bull Run and surrounding area,,"Gilmer, Jeremy Francis, 1818-1883.",,1861-07-31,1861,1860; 1861; 1862; 1863; 1864; 1865; 1866; 1867; 1868; 1869,A map of the battleground of Bull Run drawn from a sketch taken by W. P. Bonner (hand-drawn).,Maps,"United States--History--Civil War, 1861-1865.;","Gilmer, Jeremy Francis, 1818-1883.;","Confederate States of America--Maps.; United States--History--Civil War, 1861-1865--Maps.; Virginia--History--Maps.;",Title supplied by repository.,Image,,,,Maps,Still Image,"United States, Virginia",eng,English,"17-1/2"" H x 23-1/8"" W; scale on map.",Paper,Jeremy Francis Gilmer Papers,Gilmer Maps,,,276/270,Gilmer Map Number 505,276_270_E.tif,Public Domain,,276_270.tif,2006-05-10,2015-09-14
Map of Greene,,"Gilmer, Jeremy Francis, 1818-1883.",,1864,1864,1860; 1861; 1862; 1863; 1864; 1865; 1866; 1867; 1868; 1869,"A map of Greene County, Virginia, from surveys and reconnaissances by C. S. Dwight, made under the direction of A. H. Campbell (hand-drawn).",Maps,"United States--History--Civil War, 1861-1865.;","Gilmer, Jeremy Francis, 1818-1883.;","Confederate States of America--Maps.; United States--History--Civil War, 1861-1865--Maps.; Virginia--History--Maps.;",Title on map.,Image,,,,Maps,Still Image,"United States, Virginia",eng,English,"18"" H x 18-1/8"" W; scale on map.",Paper,Jeremy Francis Gilmer Papers,Gilmer Maps,,,276/269,Gilmer Map Number 504,276_269_E.tif,Public Domain,,276_269.tif,2006-05-10,2015-09-14
Part of Spotslyvania county,,"Gilmer, Jeremy Francis, 1818-1883.","Blackford, B. L. (Benjamin Lewis);",1861; 1862; 1863; 1864; 1865,undated,1860; 1861; 1862; 1863; 1864; 1865; 1866; 1867; 1868; 1869,A map of a part of Spotsylvania County (hand-drawn and colored).,Maps,"United States--History--Civil War, 1861-1865.;","Blackford, B. L. (Benjamin Lewis); Gilmer, Jeremy Francis, 1818-1883.;","Confederate States of America--Maps.; United States--History--Civil War, 1861-1865--Maps.; Virginia--History--Maps.;",Title on map.,Image,,Map was drawn by B. L. Blackford.,Map is badly torn and information is missing.,Maps,Still Image,"United States, Virginia",eng,English,"26-3/4"" H x 37-1/2"" W; scale on map.",Paper,Jeremy Francis Gilmer Papers,Gilmer Maps,,,276/271,Gilmer Map Number 506,276_271_E.tif,Public Domain,,276_271.tif,2006-05-10,2015-09-14
"Area around Culpepper courthouse, bounded south by Rapidan River, west by Robinson River, with camps and infantry lines, etc. drawn in",,"Gilmer, Jeremy Francis, 1818-1883.",,1861; 1862; 1863; 1864; 1865,undated,1860; 1861; 1862; 1863; 1864; 1865; 1866; 1867; 1868; 1869,"A sketch of the area around Culpepper Courthouse, bounded south by the Rapidan River, west by the Robinson River, with camps and infantry lines, etc. drawn in (hand-drawn).",Maps,"United States--History--Civil War, 1861-1865.;","Gilmer, Jeremy Francis, 1818-1883.;","Confederate States of America--Maps.; United States--History--Civil War, 1861-1865--Maps.; Virginia--History--Maps.;",Title supplied by repository.,Image,,,,Maps,Still Image,"United States, Virginia",eng,English,"9-7/8""  H x 15-5/8"" W",Paper,Jeremy Francis Gilmer Papers,Gilmer Maps,,,276/272,Gilmer Map Number 507,276_272_E.tif,Public Domain,,276_272.tif,2006-05-10,2015-09-14
Area around Falmouth east to Potomac river,,"Gilmer, Jeremy Francis, 1818-1883.",,1861; 1862; 1863; 1864; 1865,undated,1860; 1861; 1862; 1863; 1864; 1865; 1866; 1867; 1868; 1869,A sketch of the area around Falmouth east to the Potomac River (hand-drawn).,Maps,"United States--History--Civil War, 1861-1865.;","Gilmer, Jeremy Francis, 1818-1883.;","Confederate States of America--Maps.; United States--History--Civil War, 1861-1865--Maps.; Virginia--History--Maps.;",Title supplied by repository.,Image,,,,Maps,Still Image,"United States, Virginia",eng,English,"12-1/4"" H x 15"" W",Paper,Jeremy Francis Gilmer Papers,Gilmer Maps,,,276/273,Gilmer Map Number 508,276_273_E.tif,Public Domain,,276_273.tif,2006-05-10,2015-09-14
"Map of parts of Orange, Spotsylvania, Caroline Counties Va.",,"Gilmer, Jeremy Francis, 1818-1883.",,1861; 1862; 1863; 1864; 1865,undated,1860; 1861; 1862; 1863; 1864; 1865; 1866; 1867; 1868; 1869,"A map of parts of Orange, Spotsylvania, and Caroline Counties, Virginia (hand-drawn and colored).",Maps,"United States--History--Civil War, 1861-1865.;","Gilmer, Jeremy Francis, 1818-1883.;","Confederate States of America--Maps.; United States--History--Civil War, 1861-1865--Maps.; Virginia--History--Maps.;",Title on map.,Image,,,,Maps,Still Image,"United States, Virginia",eng,English,"17-7/8"" H x 21-1/4"" W; scale on map.",Paper,Jeremy Francis Gilmer Papers,Gilmer Maps,,,276/274,Gilmer Map Number 509,276_274_E.tif,Public Domain,,276_274.tif,2006-05-10,2015-09-14
Military map of the country in the occupation of the corps of the army of the Potomac,,"Gilmer, Jeremy Francis, 1818-1883.","Grant, John, Captain.;",1861; 1862; 1863; 1864; 1865,undated,1860; 1861; 1862; 1863; 1864; 1865; 1866; 1867; 1868; 1869,"A military map of the country in the occupation of the Corps of the Army of the Potomac, compiled from reconnaissances made by order of General Beauregard by  John Grant (hand-drawn and colored).",Maps,"United States--History--Civil War, 1861-1865.;","Gilmer, Jeremy Francis, 1818-1883.; Grant, John, Captain.;","Confederate States of America--Maps.; United States--History--Civil War, 1861-1865--Maps.; Virginia--History--Maps.;",Title on map.,Image,,Map was drawn by John Grant.,,Maps,Still Image,"United States, Virginia",eng,English,"32-1/4"" H x 34-1/8"" W; scale on map.",Cloth,Jeremy Francis Gilmer Papers,Gilmer Maps,,,276/275,Gilmer Map Number 510,276_275_E.tif,Public Domain,,276_275.tif,2006-05-10,2015-09-14
Map of the Rappahannock River from Fredericksburg to its source,,"Gilmer, Jeremy Francis, 1818-1883.",,1861; 1862; 1863; 1864; 1865,undated,1860; 1861; 1862; 1863; 1864; 1865; 1866; 1867; 1868; 1869,A map of the Rappahannock River from Fredericksburg to its source (printed).,Maps,"United States--History--Civil War, 1861-1865.;","Gilmer, Jeremy Francis, 1818-1883.;","Confederate States of America--Maps.; United States--History--Civil War, 1861-1865--Maps.; Virginia--History--Maps.;",Title on map.,Image,,,,Maps,Still Image,"United States, Virginia",eng,English,"29-3/8"" H x 33-5/8"" W; scale on map.",Paper,Jeremy Francis Gilmer Papers,Gilmer Maps,,,276/276,Gilmer Map Number 511,276_276_E.tif,Public Domain,,276_276.tif,2006-05-10,2015-09-14
"Incomplete and unidentified sketch of area in Chesterfield County, Va.",,"Gilmer, Jeremy Francis, 1818-1883.",,1861; 1862; 1863; 1864; 1865,undated,1860; 1861; 1862; 1863; 1864; 1865; 1866; 1867; 1868; 1869,"Displays elements related to the Battle of Port Walthall/Port Walthall Junction (16-1/2"" x 22-3/4 (hand-drawn and colored).",Maps,"United States--History--Civil War, 1861-1865.;","Gilmer, Jeremy Francis, 1818-1883.;","Confederate States of America--Maps.; United States--History--Civil War, 1861-1865--Maps.; Virginia--History--Maps.;",Title supplied by repository.,Image,"Copy Incomplete. Original sent to Genl Daniel by Col Stevens Order A.H.C. Capt. with penciled-in text: ""[Albert H. Campbell, Captain in charge of togographical Dept., D.N.V Chief Engineer's Office]""",,,Maps,Still Image,"United States, Virginia",eng,English,"16-1/2""  H x 22-3/4"" W",Cloth,Jeremy Francis Gilmer Papers,Gilmer Maps,,,276/330,,276_330_E.tif,Public Domain,,276_330.tif,2006-05-10,2015-09-14
Pleasant Hill,,"Gilmer, Jeremy Francis, 1818-1883.",,1864-04-09,1864,1860; 1861; 1862; 1863; 1864; 1865; 1866; 1867; 1868; 1869,A map of Pleasant Hill (hand-drawn and colored).,Maps,"United States--History--Civil War, 1861-1865.;","Gilmer, Jeremy Francis, 1818-1883.;","Confederate States of America--Maps.; Louisiana--History--Maps.; United States--History--Civil War, 1861-1865--Maps.;",Title on map.,Image,,,Photocopy of the original.,Maps,Still Image,"United States, Louisiana",eng,English,"5""  H x 7-3/4"" W; scale on map.",Paper,Jeremy Francis Gilmer Papers,Gilmer Maps,,,276_207,Gilmer Map Number 200,276_207_E.tif,Public Domain,,276_207.tif,2006-05-10,2015-09-14
