Title	Description	Transcription	Contributor Note	Notes	Subject (tgm)	Subject Name	Subject Geographic	Subject Topical	Creator	Finding Aid	Collection in Repository	Collection Number	Location in Collection	Object	Container type	filename	Alternative Title	Contributor	Creation Date	Date	Subject Topical Other	Coordinates	geonamesid	Digital Collection	Usage Rights	Copyright Holder	Additional Display	Caption	Title Note	Sponsor	Related Resource	Author Chief Source	Publisher	Place of Publication	Cataloging Agency	Is Part Of	Has Part Of	Form	Resource Type	Medium	Condition	Language	Physical Description of Analog Original	Creator Nationality/Culture	Style/Period	Volume/Issue	Scale	Projection	Map Type	Map Details	Current Location	Local Identifier	Creator Identifier	Search by Decade	Pagination	Sort Me	StreamingFile	Date created	Date modified
Women in the revolution	Two smiling women, active participants of the revolution, standing behind the benches and talking to each other. Orange ribbons are attached to their clothing in support of Yushchenko's party.				Activists; Revolutionaries; Ribbons; Smiling; Women; Coats; Benches;		Ukraine--History--Orange Revolution, 2004.; Kiev (Ukraine); Maĭdan Nezalez︠h︡nosti (Kiev, Ukraine)		Bujak, Zbigniew.	The Zbigniew Bujak Orange Revolution Photographs, November - December 2004	The Zbigniew Bujak Orange Revolution Photographs, November - December 2004	60001	Orange Revolution: Central Independence Square events, November-December 2004	Digital Folder 0009: Central Independence Square events: Women, November-December 2004: Digital image 25	digfolder	60001_df0009_25.tif			2004	10 December 2004				Zbigniew Bujak Orange Revolution Photographs	For copyright information or permissions questions, see our intellectual property statement: https://library.unc.edu/wilson/research/perm/													Photograph	Image														00022.tif					2014-07-31	2014-12-03
Zbigniew Bujak	Zbigniew  Bujak wearing his Polish customs official jacket, holds orange roses as he stands at Maĭdan Nezalez︠h︡nosti.				Flags; Ribbons; Roses; Crowds; Stages (Platforms);		Ukraine--History--Orange Revolution, 2004.; Kiev (Ukraine); Maĭdan Nezalez︠h︡nosti (Kiev, Ukraine)		Bujak, Zbigniew.	The Zbigniew Bujak Orange Revolution Photographs, November - December 2004	The Zbigniew Bujak Orange Revolution Photographs, November - December 2004	60001	Orange Revolution: Central Independence Square events, November-December 2004	Digital Folder 0001: Central Independence Square events: Protesters and Signs, November-December 2004: Digital image: 038	digfolder	60001_df0001_038.tif			2004	30 November 2004				Zbigniew Bujak Orange Revolution Photographs	For copyright information or permissions questions, see our intellectual property statement: https://library.unc.edu/wilson/research/perm/													Photograph	Image														DSC06234.JPG					2014-07-31	2015-03-27
Orthodox procession in support of Yanukovych	An Orthodox Church procession of Yanukovych supporters is marching in the traffic lane of a Kyiv street past a snowy park. A man carrying the lantern is in the front, followed by a man carrying the cross, and others carrying crosses, icons, and banners with images of Jesus and different saints as well as banners in support of Yanukovych. There are blue and white Yanukovych ribbons tied to the crosses and the lantern. One person is carrying a portrait of Yanukovych.		Bujak's comment: Moscow Patriarchate Orthodox Church procession, supporters of Yanukovych.		Religious processions; Religious articles; Crosses; Banners; Political parades & rallies; Lanterns; Icons; Marching; Streets; Pedestrians;		Ukraine--History--Orange Revolution, 2004.; Kiev (Ukraine); Maĭdan Nezalez︠h︡nosti (Kiev, Ukraine)		Bujak, Zbigniew.	The Zbigniew Bujak Orange Revolution Photographs, November - December 2004	The Zbigniew Bujak Orange Revolution Photographs, November - December 2004	60001	Orange Revolution: Central Independence Square events, November-December 2004	Digital Folder 0001: Central Independence Square events: Protesters and Signs, November-December 2004: Digital image: 162	digfolder	60001_df0001_162.tif			2004	10 December 2004				Zbigniew Bujak Orange Revolution Photographs	For copyright information or permissions questions, see our intellectual property statement: https://library.unc.edu/wilson/research/perm/													Photograph	Image														00032 (4).tif					2014-07-31	2015-06-15
Barricades in the Orange Revolution	Protesters from Sopiv, a region in Ukraine, are sitting behind the barricades. Many protesters are standing around the soup kitchen in the back of the picture. The sign reads: "Sopiv supports Yushchenko!"	Sign reads: "Сопів за Ющенка!"			Activists; Revolutions; Barricades; Signs (Notices); Flags; Men; Tents; Hats; Coats; Kitchens;		Ukraine--History--Orange Revolution, 2004.; Kiev (Ukraine); Maĭdan Nezalez︠h︡nosti (Kiev, Ukraine)		Bujak, Zbigniew.	The Zbigniew Bujak Orange Revolution Photographs, November - December 2004	The Zbigniew Bujak Orange Revolution Photographs, November - December 2004	60001	Orange Revolution: Central Independence Square events, November-December 2004	Digital Folder 0005: Central Independence Square events: Living Conditions, November-December 2004: Digital image 38	digfolder	60001_df0005_038.tif			2004	30 November 2004				Zbigniew Bujak Orange Revolution Photographs	For copyright information or permissions questions, see our intellectual property statement: https://library.unc.edu/wilson/research/perm/													Photograph	Image														DSC06221.JPG					2014-07-31	2015-03-27
							Ukraine--History--Orange Revolution, 2004.; Kiev (Ukraine); Maĭdan Nezalez︠h︡nosti (Kiev, Ukraine)		Bujak, Zbigniew.	The Zbigniew Bujak Orange Revolution Photographs, November - December 2004	The Zbigniew Bujak Orange Revolution Photographs, November - December 2004	60001	Orange Revolution: Central Independence Square events, November-December 2004	Digital Folder 0002: Central Independence Square events: Speakers, November-December 2004: Digital image 24	digfolder	60001_df0002_024.tif			2004	10 December 2004				Zbigniew Bujak Orange Revolution Photographs	For copyright information or permissions questions, see our intellectual property statement: https://library.unc.edu/wilson/research/perm/													Photograph	Image														00012.tif					2014-07-31	2014-11-14
							Ukraine--History--Orange Revolution, 2004.; Kiev (Ukraine); Maĭdan Nezalez︠h︡nosti (Kiev, Ukraine)		Bujak, Zbigniew.	The Zbigniew Bujak Orange Revolution Photographs, November - December 2004	The Zbigniew Bujak Orange Revolution Photographs, November - December 2004	60001	Orange Revolution: Central Independence Square events, November-December 2004	Digital Folder 0002: Central Independence Square events: Speakers, November-December 2004: Digital image 33	digfolder	60001_df0002_033.tif			2004	11 December 2004				Zbigniew Bujak Orange Revolution Photographs	For copyright information or permissions questions, see our intellectual property statement: https://library.unc.edu/wilson/research/perm/													Photograph	Image														00008.tif					2014-07-31	2014-11-14
Protesters on the street	Protesters on the street; a woman in an orange scarf seriously looking at what happening around.				Activists; Crowds; Women; Older people; Hats; Scarves; Coats;		Ukraine--History--Orange Revolution, 2004.; Kiev (Ukraine); Maĭdan Nezalez︠h︡nosti (Kiev, Ukraine)		Bujak, Zbigniew.	The Zbigniew Bujak Orange Revolution Photographs, November - December 2004	The Zbigniew Bujak Orange Revolution Photographs, November - December 2004	60001	Orange Revolution: Central Independence Square events, November-December 2004	Digital Folder 0003: Central Independence Square events: Conversation and Debate, November-December 2004: Digital image 10	digfolder	60001_df0003_010.tif			2004	27 November 2004				Zbigniew Bujak Orange Revolution Photographs	For copyright information or permissions questions, see our intellectual property statement: https://library.unc.edu/wilson/research/perm/																												DSC05922.JPG					2014-07-31	2014-12-03
Elderly protestor	An elderly woman is holding up a bouquet with orange flowers and wheat, a symbol of Ukraine. She is wearing a Ukrainian floral head-scarf and a bright orange scarf around her neck. She is sitting in a passenger seat of an older car being driven around by a man who is also wearing an orange scarf. An orange ribbons is tied to the front of the car. A crowd of protestors is seen behind them.				Crowds; Older people; Scarves; Bouquets; Headscarves; Vehicles; Ribbons;		Ukraine--History--Orange Revolution, 2004.; Kiev (Ukraine); Maĭdan Nezalez︠h︡nosti (Kiev, Ukraine)		Bujak, Zbigniew.	The Zbigniew Bujak Orange Revolution Photographs, November - December 2004	The Zbigniew Bujak Orange Revolution Photographs, November - December 2004	60001	Orange Revolution: Central Independence Square events, November-December 2004	Digital Folder 0007: Central Independence Square events: Fashion, November-December 2004: Digital image 093	digfolder	60001_df0007_093.tif			2004	10 December 2004				Zbigniew Bujak Orange Revolution Photographs	For copyright information or permissions questions, see our intellectual property statement: https://library.unc.edu/wilson/research/perm/													Photograph	Image														00015 (2).tif					2014-07-31	2014-12-03
Young family out on Maidan	A couple is crossing the street with their young child. The father has orange ribbons tied to his backpack and the child is wearing an orange bandanna.				Ribbons; Family; Children; Balloons (Novelties); Vehicles;		Ukraine--History--Orange Revolution, 2004.; Kiev (Ukraine); Maĭdan Nezalez︠h︡nosti (Kiev, Ukraine)		Bujak, Zbigniew.	The Zbigniew Bujak Orange Revolution Photographs, November - December 2004	The Zbigniew Bujak Orange Revolution Photographs, November - December 2004	60001	Orange Revolution: Central Independence Square events, November-December 2004	Digital Folder 0001: Central Independence Square events: Protesters and Signs, November-December 2004: Digital image: 137	digfolder	60001_df0001_137.tif			2004	7 December 2004				Zbigniew Bujak Orange Revolution Photographs	For copyright information or permissions questions, see our intellectual property statement: https://library.unc.edu/wilson/research/perm/													Photograph	Image														DSC06519.JPG					2014-07-31	2015-03-27
Maidan Knight	A person dressed in a yellow knight costume stands on the Maidan square early in the morning. Some dedicated protestors are already up with coffee in their hands preparing for another long day at Maidan. A board in the background is plastered with different types of pictures from the past few days of the revolution and reads: "This is our biography."	Board reads: Это наша с тобой биография			Costumes; Hats; Facades; Columns;		Ukraine--History--Orange Revolution, 2004.; Kiev (Ukraine); Maĭdan Nezalez︠h︡nosti (Kiev, Ukraine)		Bujak, Zbigniew.	The Zbigniew Bujak Orange Revolution Photographs, November - December 2004	The Zbigniew Bujak Orange Revolution Photographs, November - December 2004	60001	Orange Revolution: Central Independence Square events, November-December 2004	Digital Folder 0007: Central Independence Square events: Fashion, November-December 2004: Digital image 103	digfolder	60001_df0007_103.tif			2004	10 December 2004				Zbigniew Bujak Orange Revolution Photographs	For copyright information or permissions questions, see our intellectual property statement: https://library.unc.edu/wilson/research/perm/													Photograph	Image														00023.tif					2014-07-31	2014-12-03
